"index","obj","pred","sub","val"
"s-20075","drug-DB06244","hasCommonIndication","drug-DB00883","1.0"
"s-03465","drug-DB06606","hasCommonProducer","drug-DB02060","0.0"
"s-17821","disease-DS000140","hasIndication","drug-DB03363","0.0"
"s-17608","disease-DS002439","hasIndication","drug-DB05458","0.0"
"s-16125","disease-DS003433","hasIndication","drug-DB04209","1.0"
"s-08684","drug-DB14165","interactsWith","drug-DB06282","0.0"
"s-00488","drug-DB00120","hasCommonProducer","drug-DB09152","1.0"
"s-14844","drug-DB11836","hasSameState","drug-DB00290","0.0"
"s-11963","drug-DB07761","hasSameState","drug-DB01118","1.0"
"s-01311","drug-DB11197","hasCommonProducer","drug-DB14484","1.0"
"s-13361","drug-DB12230","hasSameState","drug-DB01798","0.0"
"s-10480","drug-DB11717","hasSameState","drug-DB10935","1.0"
"s-13148","drug-DB10873","hasSameState","drug-DB04304","0.0"
"s-10267","drug-DB00179","hasSameState","drug-DB11696","1.0"
"s-24623","drug-DB08823","hasCommonIndication","drug-DB03879","0.0"
"s-23140","drug-DB06840","hasCommonIndication","drug-DB03720","0.0"
"s-06530","drug-DB13500","interactsWith","drug-DB14512","1.0"
"s-18580","disease-DS007089","hasIndication","drug-DB08182","0.0"
"s-06317","drug-DB07767","interactsWith","drug-DB01399","1.0"
"s-18367","disease-DS000867","hasIndication","drug-DB01630","0.0"
"s-21646","drug-DB00455","hasCommonIndication","drug-DB00950","1.0"
"s-20163","drug-DB01042","hasCommonIndication","drug-DB06360","1.0"
"s-03553","drug-DB07794","hasCommonProducer","drug-DB12443","0.0"
"s-02070","drug-DB00742","hasCommonProducer","drug-DB00173","1.0"
"s-16213","disease-DS003236","hasIndication","drug-DB00887","1.0"
"s-08772","drug-DB14165","interactsWith","drug-DB04855","0.0"
"s-00576","drug-DB00132","hasCommonProducer","drug-DB03193","1.0"
"s-08559","drug-DB08355","interactsWith","drug-DB13874","0.0"
"s-14932","drug-DB14004","hasSameState","drug-DB07407","0.0"
"s-14719","drug-DB00965","hasSameState","drug-DB03576","0.0"
"s-07076","drug-DB00341","interactsWith","drug-DB01466","1.0"
"s-11838","drug-DB05773","hasSameState","drug-DB01809","1.0"
"s-23888","drug-DB05172","hasCommonIndication","drug-DB11198","0.0"
"s-13236","drug-DB12207","hasSameState","drug-DB06103","0.0"
"s-10355","drug-DB07004","hasSameState","drug-DB08164","1.0"
"s-05795","drug-DB06209","interactsWith","drug-DB05266","1.0"
"s-24711","drug-DB00875","hasCommonIndication","drug-DB13185","0.0"
"s-19938","disease-DS001538","hasIndication","drug-DB03383","0.0"
"s-04099","drug-DB00141","hasCommonProducer","drug-DB12589","0.0"
"s-23015","drug-DB09877","hasCommonIndication","drug-DB08612","0.0"
"s-06405","drug-DB00312","interactsWith","drug-DB00745","1.0"
"s-18455","disease-DS006945","hasIndication","drug-DB02500","0.0"
"s-21734","drug-DB09488","hasCommonIndication","drug-DB11614","1.0"
"s-20251","drug-DB00912","hasCommonIndication","drug-DB00412","1.0"
"s-03641","drug-DB12777","hasCommonProducer","drug-DB13944","0.0"
"s-15691","disease-DS007752","hasIndication","drug-DB05290","1.0"
"s-20038","drug-DB06670","hasCommonIndication","drug-DB05732","1.0"
"s-03428","drug-DB11782","hasCommonProducer","drug-DB00771","0.0"
"s-15478","disease-DS007982","hasIndication","drug-DB08830","1.0"
"s-16301","disease-DS007374","hasIndication","drug-DB06562","1.0"
"s-08860","drug-DB02828","interactsWith","drug-DB01553","0.0"
"s-00664","drug-DB10376","hasCommonProducer","drug-DB10433","1.0"
"s-08647","drug-DB00799","interactsWith","drug-DB09231","0.0"
"s-14807","drug-DB05396","hasSameState","drug-DB08922","0.0"
"s-07164","drug-DB11936","interactsWith","drug-DB00999","1.0"
"s-11926","drug-DB07202","hasSameState","drug-DB12346","1.0"
"s-23976","drug-DB09511","hasCommonIndication","drug-DB06578","0.0"
"s-13324","drug-DB00076","hasSameState","drug-DB02217","0.0"
"s-10443","drug-DB11628","hasSameState","drug-DB08116","1.0"
"s-22493","drug-DB00065","hasCommonIndication","drug-DB05451","1.0"
"s-05883","drug-DB11130","interactsWith","drug-DB09079","1.0"
"s-04187","drug-DB09272","hasCommonProducer","drug-DB11342","0.0"
"s-23103","drug-DB03362","hasCommonIndication","drug-DB07076","0.0"
"s-18543","disease-DS012857","hasIndication","drug-DB06824","0.0"
"s-20999","drug-DB05130","hasCommonIndication","drug-DB05470","1.0"
"s-05010","drug-DB00956","interactsWith","drug-DB00782","1.0"
"s-17060","disease-DS000194","hasIndication","drug-DB05751","1.0"
"s-21822","drug-DB00651","hasCommonIndication","drug-DB01234","1.0"
"s-21609","drug-DB00015","hasCommonIndication","drug-DB09076","1.0"
"s-20126","drug-DB01407","hasCommonIndication","drug-DB01274","1.0"
"s-03516","drug-DB08529","hasCommonProducer","drug-DB00310","0.0"
"s-15566","disease-DS001185","hasIndication","drug-DB09034","1.0"
"s-02033","drug-DB14177","hasCommonProducer","drug-DB00822","1.0"
"s-14083","drug-DB00070","hasSameState","drug-DB08445","0.0"
"s-00752","drug-DB11218","hasCommonProducer","drug-DB11286","1.0"
"s-08735","drug-DB13950","interactsWith","drug-DB13156","0.0"
"s-00539","drug-DB10327","hasCommonProducer","drug-DB10324","1.0"
"s-12589","drug-DB09066","hasSameState","drug-DB00923","0.0"
"s-07252","drug-DB08873","interactsWith","drug-DB09118","1.0"
"s-07039","drug-DB09502","interactsWith","drug-DB00784","1.0"
"s-19089","disease-DS006086","hasIndication","drug-DB12052","0.0"
"s-13412","drug-DB09337","hasSameState","drug-DB05259","0.0"
"s-10531","drug-DB03179","hasSameState","drug-DB01223","1.0"
"s-22581","drug-DB08390","hasCommonIndication","drug-DB03229","0.0"
"s-05971","drug-DB00997","interactsWith","drug-DB01244","1.0"
"s-10318","drug-DB01715","hasSameState","drug-DB06937","1.0"
"s-22368","drug-DB00091","hasCommonIndication","drug-DB00605","1.0"
"s-05758","drug-DB11475","interactsWith","drug-DB00972","1.0"
"s-04275","drug-DB05404","hasCommonProducer","drug-DB08054","0.0"
"s-18631","disease-DS000213","hasIndication","drug-DB07949","0.0"
"s-18418","disease-DS000736","hasIndication","drug-DB02263","0.0"
"s-02994","drug-DB02113","hasCommonProducer","drug-DB11929","0.0"
"s-21910","drug-DB00745","hasCommonIndication","drug-DB09072","1.0"
"s-09494","drug-DB11661","interactsWith","drug-DB06145","0.0"
"s-01298","drug-DB09496","hasCommonProducer","drug-DB08847","1.0"
"s-20214","drug-DB00015","hasCommonIndication","drug-DB06779","1.0"
"s-03604","drug-DB11854","hasCommonProducer","drug-DB10509","0.0"
"s-15654","disease-DS003732","hasIndication","drug-DB13944","1.0"
"s-02121","drug-DB00388","hasCommonProducer","drug-DB09345","1.0"
"s-14171","drug-DB12228","hasSameState","drug-DB03166","0.0"
"s-11290","drug-DB08068","hasSameState","drug-DB02807","1.0"
"s-11077","drug-DB05337","hasSameState","drug-DB08867","1.0"
"s-00840","drug-DB00825","hasCommonProducer","drug-DB11120","1.0"
"s-08823","drug-DB08355","interactsWith","drug-DB01009","0.0"
"s-12890","drug-DB09546","hasSameState","drug-DB09324","0.0"
"s-12677","drug-DB09499","hasSameState","drug-DB12042","0.0"
"s-00627","drug-DB13893","hasCommonProducer","drug-DB13892","1.0"
"s-07340","drug-DB01119","interactsWith","drug-DB01090","1.0"
"s-19390","disease-DS008673","hasIndication","drug-DB03240","0.0"
"s-07127","drug-DB01149","interactsWith","drug-DB04842","1.0"
"s-19177","disease-DS007568","hasIndication","drug-DB11119","0.0"
"s-13500","drug-DB10899","hasSameState","drug-DB03923","0.0"
"s-23939","drug-DB02163","hasCommonIndication","drug-DB06602","0.0"
"s-10406","drug-DB03658","hasSameState","drug-DB04441","1.0"
"s-22456","drug-DB06194","hasCommonIndication","drug-DB00094","1.0"
"s-05846","drug-DB09199","interactsWith","drug-DB01261","1.0"
"s-17896","disease-DS005224","hasIndication","drug-DB00505","0.0"
"s-04363","drug-DB11865","hasCommonProducer","drug-DB08507","0.0"
"s-18506","disease-DS010922","hasIndication","drug-DB13241","0.0"
"s-17023","disease-DS004103","hasIndication","drug-DB00997","1.0"
"s-02869","drug-DB02937","hasCommonProducer","drug-DB14420","0.0"
"s-09582","drug-DB08355","interactsWith","drug-DB00318","0.0"
"s-01386","drug-DB00999","hasCommonProducer","drug-DB01340","1.0"
"s-09369","drug-DB11661","interactsWith","drug-DB04892","0.0"
"s-20302","drug-DB08831","hasCommonIndication","drug-DB06305","1.0"
"s-15742","disease-DS002473","hasIndication","drug-DB09132","1.0"
"s-15529","disease-DS006117","hasIndication","drug-DB00522","1.0"
"s-24698","drug-DB01245","hasCommonIndication","drug-DB09340","0.0"
"s-14046","drug-DB09502","hasSameState","drug-DB09877","0.0"
"s-11165","drug-DB03669","hasSameState","drug-DB02914","1.0"
"s-08911","drug-DB13950","interactsWith","drug-DB00882","0.0"
"s-12765","drug-DB10816","hasSameState","drug-DB04297","0.0"
"s-00715","drug-DB10867","hasCommonProducer","drug-DB10422","1.0"
"s-07215","drug-DB00314","interactsWith","drug-DB00736","1.0"
"s-19265","disease-DS002386","hasIndication","drug-DB08446","0.0"
"s-22544","drug-DB01784","hasCommonIndication","drug-DB05368","0.0"
"s-05934","drug-DB09053","interactsWith","drug-DB00540","1.0"
"s-17984","disease-DS003989","hasIndication","drug-DB05653","0.0"
"s-21061","drug-DB14487","hasCommonIndication","drug-DB14533","1.0"
"s-04451","drug-DB14498","hasCommonProducer","drug-DB08533","0.0"
"s-04238","drug-DB13094","hasCommonProducer","drug-DB01077","0.0"
"s-16288","disease-DS009112","hasIndication","drug-DB00660","1.0"
"s-17111","disease-DS003287","hasIndication","drug-DB05111","1.0"
"s-02957","drug-DB02974","hasCommonProducer","drug-DB03275","0.0"
"s-09670","drug-DB14165","interactsWith","drug-DB01202","0.0"
"s-01474","drug-DB10434","hasCommonProducer","drug-DB10427","1.0"
"s-09457","drug-DB06812","interactsWith","drug-DB08808","0.0"
"s-15830","disease-DS007278","hasIndication","drug-DB00339","1.0"
"s-15617","disease-DS010582","hasIndication","drug-DB13960","1.0"
"s-24786","drug-DB05077","hasCommonIndication","drug-DB08110","0.0"
"s-14134","drug-DB00056","hasSameState","drug-DB12839","0.0"
"s-11253","drug-DB12951","hasSameState","drug-DB04146","1.0"
"s-06693","drug-DB01242","interactsWith","drug-DB09013","1.0"
"s-12853","drug-DB00756","hasSameState","drug-DB02146","0.0"
"s-00803","drug-DB14054","hasCommonProducer","drug-DB14081","1.0"
"s-07303","drug-DB06403","interactsWith","drug-DB11251","1.0"
"s-19353","disease-DS008132","hasIndication","drug-DB03425","0.0"
"s-22632","drug-DB01656","hasCommonIndication","drug-DB08600","0.0"
"s-22419","drug-DB00542","hasCommonIndication","drug-DB00217","1.0"
"s-05809","drug-DB00321","interactsWith","drug-DB01005","1.0"
"s-17859","disease-DS004339","hasIndication","drug-DB05316","0.0"
"s-04326","drug-DB01795","hasCommonProducer","drug-DB03266","0.0"
"s-16376","disease-DS004128","hasIndication","drug-DB06303","1.0"
"s-01562","drug-DB00140","hasCommonProducer","drug-DB02701","1.0"
"s-09545","drug-DB14165","interactsWith","drug-DB00851","0.0"
"s-13399","drug-DB12219","hasSameState","drug-DB03046","0.0"
"s-01349","drug-DB00525","hasCommonProducer","drug-DB00257","1.0"
"s-08062","drug-DB04783","interactsWith","drug-DB00728","0.0"
"s-15705","disease-DS007658","hasIndication","drug-DB14112","1.0"
"s-24874","drug-DB02694","hasCommonIndication","drug-DB04081","0.0"
"s-14222","drug-DB04986","hasSameState","drug-DB04311","0.0"
"s-11341","drug-DB07921","hasSameState","drug-DB07105","1.0"
"s-14009","drug-DB11360","hasSameState","drug-DB02609","0.0"
"s-23391","drug-DB03707","hasCommonIndication","drug-DB11660","0.0"
"s-06781","drug-DB00922","interactsWith","drug-DB01165","1.0"
"s-11128","drug-DB14063","hasSameState","drug-DB04339","1.0"
"s-23178","drug-DB11881","hasCommonIndication","drug-DB10556","0.0"
"s-06568","drug-DB06510","interactsWith","drug-DB00205","1.0"
"s-12941","drug-DB01624","hasSameState","drug-DB14556","0.0"
"s-12728","drug-DB10797","hasSameState","drug-DB00460","0.0"
"s-05085","drug-DB08808","interactsWith","drug-DB12766","1.0"
"s-24001","drug-DB10456","hasCommonIndication","drug-DB08745","0.0"
"s-19441","disease-DS012049","hasIndication","drug-DB06841","0.0"
"s-21897","drug-DB06453","hasCommonIndication","drug-DB01030","1.0"
"s-19228","disease-DS005215","hasIndication","drug-DB06618","0.0"
"s-22720","drug-DB02560","hasCommonIndication","drug-DB05735","0.0"
"s-22507","drug-DB03296","hasCommonIndication","drug-DB02192","0.0"
"s-17947","disease-DS012049","hasIndication","drug-DB10756","0.0"
"s-21024","drug-DB05110","hasCommonIndication","drug-DB06039","1.0"
"s-04414","drug-DB01948","hasCommonProducer","drug-DB12570","0.0"
"s-16464","disease-DS010523","hasIndication","drug-DB00765","1.0"
"s-01650","drug-DB10847","hasCommonProducer","drug-DB10848","1.0"
"s-09633","drug-DB08355","interactsWith","drug-DB00539","0.0"
"s-01437","drug-DB14353","hasCommonProducer","drug-DB14237","1.0"
"s-13487","drug-DB12366","hasSameState","drug-DB00301","0.0"
"s-08150","drug-DB11661","interactsWith","drug-DB00842","0.0"
"s-24962","drug-DB11105","hasCommonIndication","drug-DB04048","0.0"
"s-14310","drug-DB10817","hasSameState","drug-DB08556","0.0"
"s-24749","drug-DB00717","hasCommonIndication","drug-DB03385","0.0"
"s-11216","drug-DB03114","hasSameState","drug-DB03623","1.0"
"s-23266","drug-DB03480","hasCommonIndication","drug-DB12576","0.0"
"s-06656","drug-DB06824","interactsWith","drug-DB00553","1.0"
"s-12816","drug-DB10869","hasSameState","drug-DB11734","0.0"
"s-05173","drug-DB00800","interactsWith","drug-DB04552","1.0"
"s-21985","drug-DB06433","hasCommonIndication","drug-DB00531","1.0"
"s-19316","disease-DS001841","hasIndication","drug-DB02664","0.0"
"s-03892","drug-DB06780","hasCommonProducer","drug-DB00503","0.0"
"s-20289","drug-DB09120","hasCommonIndication","drug-DB01050","1.0"
"s-03679","drug-DB05232","hasCommonProducer","drug-DB01570","0.0"
"s-02196","drug-DB11121","hasCommonProducer","drug-DB11304","1.0"
"s-21112","drug-DB11095","hasCommonIndication","drug-DB05553","1.0"
"s-04502","drug-DB11117","hasCommonProducer","drug-DB08046","0.0"
"s-16552","disease-DS004050","hasIndication","drug-DB09274","1.0"
"s-16339","disease-DS013155","hasIndication","drug-DB05831","1.0"
"s-08898","drug-DB06812","interactsWith","drug-DB13612","0.0"
"s-09721","drug-DB08355","interactsWith","drug-DB00318","0.0"
"s-01525","drug-DB10336","hasCommonProducer","drug-DB10324","1.0"
"s-09508","drug-DB06812","interactsWith","drug-DB01247","0.0"
"s-13575","drug-DB11663","hasSameState","drug-DB05826","0.0"
"s-10694","drug-DB01760","hasSameState","drug-DB06982","1.0"
"s-00042","drug-DB00987","hasCommonProducer","drug-DB00694","1.0"
"s-08025","drug-DB00799","interactsWith","drug-DB00291","0.0"
"s-12092","drug-DB09149","hasSameState","drug-DB06536","1.0"
"s-24837","drug-DB08945","hasCommonIndication","drug-DB08001","0.0"
"s-11304","drug-DB08327","hasSameState","drug-DB14379","1.0"
"s-23354","drug-DB06560","hasCommonIndication","drug-DB07278","0.0"
"s-06744","drug-DB01239","interactsWith","drug-DB11963","1.0"
"s-18794","disease-DS003920","hasIndication","drug-DB12363","0.0"
"s-12904","drug-DB04925","hasSameState","drug-DB07131","0.0"
"s-05261","drug-DB00674","interactsWith","drug-DB11614","1.0"
"s-05048","drug-DB04824","interactsWith","drug-DB00729","1.0"
"s-17098","disease-DS002875","hasIndication","drug-DB08867","1.0"
"s-19404","disease-DS005172","hasIndication","drug-DB13322","0.0"
"s-20590","drug-DB04948","hasCommonIndication","drug-DB01708","1.0"
"s-03980","drug-DB07307","hasCommonProducer","drug-DB02646","0.0"
"s-20377","drug-DB00018","hasCommonIndication","drug-DB00724","1.0"
"s-03767","drug-DB12900","hasCommonProducer","drug-DB08931","0.0"
"s-02284","drug-DB09536","hasCommonProducer","drug-DB11225","1.0"
"s-21200","drug-DB06247","hasCommonIndication","drug-DB05432","1.0"
"s-16640","disease-DS008931","hasIndication","drug-DB04570","1.0"
"s-16427","disease-DS002982","hasIndication","drug-DB05757","1.0"
"s-08986","drug-DB11661","interactsWith","drug-DB06228","0.0"
"s-13663","drug-DB12236","hasSameState","drug-DB02746","0.0"
"s-01613","drug-DB03852","hasCommonProducer","drug-DB11199","1.0"
"s-10782","drug-DB11732","hasSameState","drug-DB13881","1.0"
"s-00130","drug-DB11269","hasCommonProducer","drug-DB11207","1.0"
"s-08113","drug-DB02828","interactsWith","drug-DB05018","0.0"
"s-12180","drug-DB09118","hasSameState","drug-DB13508","1.0"
"s-10569","drug-DB11427","hasSameState","drug-DB02721","1.0"
"s-24925","drug-DB00782","hasCommonIndication","drug-DB14609","0.0"
"s-06832","drug-DB13538","interactsWith","drug-DB01392","1.0"
"s-23442","drug-DB09357","hasCommonIndication","drug-DB04934","0.0"
"s-18882","disease-DS000426","hasIndication","drug-DB08180","0.0"
"s-23229","drug-DB12098","hasCommonIndication","drug-DB08747","0.0"
"s-06619","drug-DB01175","interactsWith","drug-DB01138","1.0"
"s-18669","disease-DS010076","hasIndication","drug-DB04299","0.0"
"s-05136","drug-DB00544","interactsWith","drug-DB06652","1.0"
"s-17186","disease-DS005018","hasIndication","drug-DB00095","1.0"
"s-21948","drug-DB00396","hasCommonIndication","drug-DB05851","1.0"
"s-20465","drug-DB09299","hasCommonIndication","drug-DB00709","1.0"
"s-03855","drug-DB13809","hasCommonProducer","drug-DB04427","0.0"
"s-02372","drug-DB10788","hasCommonProducer","drug-DB10991","1.0"
"s-02159","drug-DB10368","hasCommonProducer","drug-DB10356","1.0"
"s-16515","disease-DS010271","hasIndication","drug-DB05196","1.0"
"s-15032","disease-DS003428","hasIndication","drug-DB11073","1.0"
"s-00878","drug-DB10355","hasCommonProducer","drug-DB10495","1.0"
"s-07591","drug-DB02990","interactsWith","drug-DB09234","0.0"
"s-07378","drug-DB00993","interactsWith","drug-DB08836","1.0"
"s-01701","drug-DB10399","hasCommonProducer","drug-DB13904","1.0"
"s-13751","drug-DB10807","hasSameState","drug-DB10667","0.0"
"s-10870","drug-DB12836","hasSameState","drug-DB03028","1.0"
"s-13538","drug-DB12429","hasSameState","drug-DB11727","0.0"
"s-08201","drug-DB04783","interactsWith","drug-DB07615","0.0"
"s-10657","drug-DB00097","hasSameState","drug-DB03112","1.0"
"s-00005","drug-DB10425","hasCommonProducer","drug-DB10867","1.0"
"s-12055","drug-DB03823","hasSameState","drug-DB14474","1.0"
"s-23530","drug-DB01175","hasCommonIndication","drug-DB00760","0.0"
"s-06920","drug-DB05258","interactsWith","drug-DB00446","1.0"
"s-18970","disease-DS002124","hasIndication","drug-DB04084","0.0"
"s-23317","drug-DB09193","hasCommonIndication","drug-DB11064","0.0"
"s-06707","drug-DB09268","interactsWith","drug-DB01600","1.0"
"s-18757","disease-DS007972","hasIndication","drug-DB12335","0.0"
"s-05224","drug-DB00608","interactsWith","drug-DB11102","1.0"
"s-17274","disease-DS010023","hasIndication","drug-DB05346","1.0"
"s-20553","drug-DB00788","hasCommonIndication","drug-DB01009","1.0"
"s-03943","drug-DB12355","hasCommonProducer","drug-DB01524","0.0"
"s-15993","disease-DS003705","hasIndication","drug-DB09077","1.0"
"s-02460","drug-DB10377","hasCommonProducer","drug-DB10499","1.0"
"s-02247","drug-DB00166","hasCommonProducer","drug-DB14692","1.0"
"s-14297","drug-DB01010","hasSameState","drug-DB14518","0.0"
"s-16603","disease-DS003232","hasIndication","drug-DB01303","1.0"
"s-15120","disease-DS001592","hasIndication","drug-DB13145","1.0"
"s-00966","drug-DB10461","hasCommonProducer","drug-DB10395","1.0"
"s-08949","drug-DB02828","interactsWith","drug-DB01281","0.0"
"s-24076","drug-DB07406","hasCommonIndication","drug-DB00275","0.0"
"s-07466","drug-DB00740","interactsWith","drug-DB01442","1.0"
"s-13626","drug-DB09443","hasSameState","drug-DB01049","0.0"
"s-10745","drug-DB10294","hasSameState","drug-DB14712","1.0"
"s-22795","drug-DB07573","hasCommonIndication","drug-DB03876","0.0"
"s-12143","drug-DB10871","hasSameState","drug-DB11010","1.0"
"s-04489","drug-DB12895","hasCommonProducer","drug-DB07423","0.0"
"s-21099","drug-DB05336","hasCommonIndication","drug-DB05945","1.0"
"s-23405","drug-DB04133","hasCommonIndication","drug-DB06447","0.0"
"s-18845","disease-DS009371","hasIndication","drug-DB02974","0.0"
"s-05312","drug-DB13843","interactsWith","drug-DB04630","1.0"
"s-17362","disease-DS007549","hasIndication","drug-DB06212","1.0"
"s-17149","disease-DS003293","hasIndication","drug-DB01078","1.0"
"s-20641","drug-DB08842","hasCommonIndication","drug-DB00368","1.0"
"s-20428","drug-DB00542","hasCommonIndication","drug-DB09236","1.0"
"s-03818","drug-DB05132","hasCommonProducer","drug-DB03832","0.0"
"s-15868","disease-DS010272","hasIndication","drug-DB00245","1.0"
"s-02335","drug-DB10354","hasCommonProducer","drug-DB10746","1.0"
"s-14385","drug-DB01028","hasSameState","drug-DB08139","0.0"
"s-24164","drug-DB08613","hasCommonIndication","drug-DB01593","0.0"
"s-07554","drug-DB02828","interactsWith","drug-DB00371","0.0"
"s-13714","drug-DB11358","hasSameState","drug-DB14469","0.0"
"s-06071","drug-DB00860","interactsWith","drug-DB04794","1.0"
"s-10833","drug-DB01927","hasSameState","drug-DB08131","1.0"
"s-22883","drug-DB05786","hasCommonIndication","drug-DB06833","0.0"
"s-12231","drug-DB01121","hasSameState","drug-DB08461","1.0"
"s-12018","drug-DB03736","hasSameState","drug-DB14634","1.0"
"s-04790","drug-DB07282","hasCommonProducer","drug-DB14608","0.0"
"s-21187","drug-DB08814","hasCommonIndication","drug-DB01225","1.0"
"s-04577","drug-DB08461","hasCommonProducer","drug-DB12511","0.0"
"s-18933","disease-DS002170","hasIndication","drug-DB02857","0.0"
"s-03094","drug-DB07272","hasCommonProducer","drug-DB06197","0.0"
"s-22010","drug-DB13751","hasCommonIndication","drug-DB00163","1.0"
"s-05400","drug-DB11753","interactsWith","drug-DB13941","1.0"
"s-17450","disease-DS002005","hasIndication","drug-DB09063","1.0"
"s-17237","disease-DS010294","hasIndication","drug-DB04953","1.0"
"s-09796","drug-DB04783","interactsWith","drug-DB06217","0.0"
"s-20516","drug-DB05186","hasCommonIndication","drug-DB08798","1.0"
"s-03906","drug-DB00811","hasCommonProducer","drug-DB02451","0.0"
"s-15956","disease-DS004627","hasIndication","drug-DB08801","1.0"
"s-02423","drug-DB14465","hasCommonProducer","drug-DB14464","1.0"
"s-14473","drug-DB10968","hasSameState","drug-DB14675","0.0"
"s-11592","drug-DB08879","hasSameState","drug-DB12220","1.0"
"s-11379","drug-DB09297","hasSameState","drug-DB10388","1.0"
"s-12979","drug-DB00005","hasSameState","drug-DB04113","0.0"
"s-00929","drug-DB14075","hasCommonProducer","drug-DB14197","1.0"
"s-24252","drug-DB11989","hasCommonIndication","drug-DB12977","0.0"
"s-07642","drug-DB11661","interactsWith","drug-DB05555","0.0"
"s-19692","disease-DS006021","hasIndication","drug-DB05255","0.0"
"s-07429","drug-DB01176","interactsWith","drug-DB01138","1.0"
"s-24039","drug-DB10630","hasCommonIndication","drug-DB04208","0.0"
"s-19479","disease-DS003580","hasIndication","drug-DB03816","0.0"
"s-13802","drug-DB13889","hasSameState","drug-DB01054","0.0"
"s-10921","drug-DB13915","hasSameState","drug-DB14050","1.0"
"s-22971","drug-DB11651","hasCommonIndication","drug-DB06211","0.0"
"s-10708","drug-DB11845","hasSameState","drug-DB12416","1.0"
"s-22758","drug-DB05273","hasCommonIndication","drug-DB03598","0.0"
"s-12106","drug-DB10873","hasSameState","drug-DB12242","1.0"
"s-21275","drug-DB08842","hasCommonIndication","drug-DB00094","1.0"
"s-04665","drug-DB04505","hasCommonProducer","drug-DB13688","0.0"
"s-03182","drug-DB07531","hasCommonProducer","drug-DB04341","0.0"
"s-18808","disease-DS005289","hasIndication","drug-DB04777","0.0"
"s-17325","disease-DS008609","hasIndication","drug-DB11100","1.0"
"s-09884","drug-DB14165","interactsWith","drug-DB04934","0.0"
"s-01688","drug-DB10394","hasCommonProducer","drug-DB10422","1.0"
"s-20604","drug-DB00242","hasCommonIndication","drug-DB11995","1.0"
"s-08188","drug-DB11661","interactsWith","drug-DB01232","0.0"
"s-02511","drug-DB11917","hasCommonProducer","drug-DB03180","0.0"
"s-14561","drug-DB10941","hasSameState","drug-DB07061","0.0"
"s-11680","drug-DB07196","hasSameState","drug-DB11961","1.0"
"s-14348","drug-DB01204","hasSameState","drug-DB07892","0.0"
"s-09011","drug-DB14165","interactsWith","drug-DB00224","0.0"
"s-11467","drug-DB01182","hasSameState","drug-DB08987","1.0"
"s-24340","drug-DB10424","hasCommonIndication","drug-DB01923","0.0"
"s-07730","drug-DB14165","interactsWith","drug-DB00339","0.0"
"s-19780","disease-DS004468","hasIndication","drug-DB07889","0.0"
"s-24127","drug-DB07798","hasCommonIndication","drug-DB04919","0.0"
"s-07517","drug-DB04783","interactsWith","drug-DB01330","0.0"
"s-19567","disease-DS013487","hasIndication","drug-DB03755","0.0"
"s-06034","drug-DB11102","interactsWith","drug-DB00851","1.0"
"s-18084","disease-DS005274","hasIndication","drug-DB07024","0.0"
"s-22846","drug-DB06545","hasCommonIndication","drug-DB12703","0.0"
"s-04753","drug-DB01083","hasCommonProducer","drug-DB02770","0.0"
"s-21363","drug-DB00869","hasCommonIndication","drug-DB11660","1.0"
"s-03270","drug-DB03012","hasCommonProducer","drug-DB01341","0.0"
"s-03057","drug-DB04805","hasCommonProducer","drug-DB03498","0.0"
"s-17413","disease-DS003062","hasIndication","drug-DB05301","1.0"
"s-09972","drug-DB13950","interactsWith","drug-DB01191","0.0"
"s-01776","drug-DB10401","hasCommonProducer","drug-DB10898","1.0"
"s-09759","drug-DB02990","interactsWith","drug-DB03701","0.0"
"s-00293","drug-DB00120","hasCommonProducer","drug-DB02893","1.0"
"s-15919","disease-DS004618","hasIndication","drug-DB05402","1.0"
"s-08276","drug-DB02990","interactsWith","drug-DB01622","0.0"
"s-14436","drug-DB10815","hasSameState","drug-DB02729","0.0"
"s-11555","drug-DB02025","hasSameState","drug-DB07827","1.0"
"s-06995","drug-DB00778","interactsWith","drug-DB08736","1.0"
"s-10072","drug-DB01434","hasSameState","drug-DB04174","1.0"
"s-05299","drug-DB04964","interactsWith","drug-DB08870","1.0"
"s-24215","drug-DB01453","hasCommonIndication","drug-DB11663","0.0"
"s-07605","drug-DB08355","interactsWith","drug-DB12278","0.0"
"s-19655","disease-DS010292","hasIndication","drug-DB05051","0.0"
"s-06122","drug-DB00559","interactsWith","drug-DB13955","1.0"
"s-18172","disease-DS009468","hasIndication","drug-DB10891","0.0"
"s-22934","drug-DB01986","hasCommonIndication","drug-DB06440","0.0"
"s-21451","drug-DB00542","hasCommonIndication","drug-DB00212","1.0"
"s-04841","drug-DB09114","hasCommonProducer","drug-DB00036","0.0"
"s-16891","disease-DS002831","hasIndication","drug-DB08835","1.0"
"s-21238","drug-DB05023","hasCommonIndication","drug-DB05218","1.0"
"s-04628","drug-DB02129","hasCommonProducer","drug-DB03284","0.0"
"s-16678","disease-DS012139","hasIndication","drug-DB01273","1.0"
"s-03145","drug-DB06576","hasCommonProducer","drug-DB01329","0.0"
"s-15195","disease-DS005342","hasIndication","drug-DB05426","1.0"
"s-17501","disease-DS005577","hasIndication","drug-DB10466","0.0"
"s-01864","drug-DB11066","hasCommonProducer","drug-DB11065","1.0"
